clause,true_label,output
"We may disclose personal information that we collect or you provide as described in this Policy: a. To fulfill the purpose for which you provide it. b. To contractors, service providers and other third parties we use to support our business.<br",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We may disclose personal information that we collect or you provide as described in this Policy: a. To fulfill the purpose for which you provide it. b. To contractors, service providers and other third parties we use to support our business.<br""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Dark Pattern"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
"You can't post any content that would be illegal to distribute under United States law, and we may be legally and morally obligated to report such uses to the authorities in certain cases.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""You can't post any content that would be illegal to distribute under United States law, and we may be legally and morally obligated to report such uses to the authorities in certain cases.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}"
"The work we do here is intended to be shared and built upon, and to be made available to the world indefinitely. As a consequence, whether explicitly stated in every context or not, by publishing information through this site you agree to do it under appropriate free licenses.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""The work we do here is intended to be shared and built upon, and to be made available to the world indefinitely. As a consequence, whether explicitly stated in every context or not, by publishing information through this site you agree to do it under appropriate free licenses.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user"
"Similarly, you're not permitted to perform actions on the site that are illegal under United States law.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Similarly, you're not permitted to perform actions on the site that are illegal under United States law.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}"
Настоящее Согласие выдано мною на обработку следующих персональных данных:,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Настоящее Согласие выдано мною на обработку следующих персональных данных:""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking & privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Gray"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and"
This site does not use any third party providers and does not share your Personal Information with anyone else.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""This site does not use any third party providers and does not share your Personal Information with anyone else.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may"
We also use cookies and other web tools for data and statistical analysis.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We also use cookies and other web tools for data and statistical analysis.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""viol"
"We do not respond to ""do not track"" signals at this time.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We do not respond to ""do not track"" signals at this time.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This"
4. How We Collect or Create Information Summary,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""4. How We Collect or Create Information Summary""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking & privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""viol"
2. What Categories of Information We May Process Summary,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""2. What Categories of Information We May Process Summary""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""viol"
"Information that is not public will not be sold, rented, or given to anyone.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Information that is not public will not be sold, rented, or given to anyone.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}"
"THE SERVICES ARE PROVIDED “AS IS” AND “AS AVAILABLE” WITHOUT WARRANTIES OF ANY KIND, EITHER EXPRESS OR IMPLIED",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""THE SERVICES ARE PROVIDED “AS IS” AND “AS AVAILABLE” WITHOUT WARRANTIES OF ANY KIND, EITHER EXPRESS OR IMPLIED""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect"
"ACCESS TO, AND USE OF, THE SERVICES IS AT YOUR OWN DISCRETION AND RISK, AND YOU WILL BE SOLELY RESPONSIBLE FOR ANY DAMAGE TO YOUR DEVICE OR COMPUTER SYSTEM, OR LOSS OF DATA RESULTING THEREFROM.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""ACCESS TO, AND USE OF, THE SERVICES IS AT YOUR OWN DISCRETION AND RISK, AND YOU WILL BE SOLELY RESPONSIBLE FOR ANY DAMAGE TO YOUR DEVICE OR COMPUTER SYSTEM, OR LOSS OF DATA RESULTING THEREFROM.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Steps to mitigate the risk"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}

{""risk_status"": ""Steps to mitigate the risk"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Steps to mitigate the risk"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Steps to mitigate the risk"", ""dark_pattern_"
"Because our Services are used by people all over the world, personal information that we collect may be stored and processed in any other country in which we or our agents maintain facilities.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Because our Services are used by people all over the world, personal information that we collect may be stored and processed in any other country in which we or our agents maintain facilities.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
"We provide the Services on an ""as is"" and ""as available"" basis, and we expressly disclaim all express or implied warranties of all kinds, including but not limited to the implied warranties of merchantability, fitness for a particular purpose, and non-infringement.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We provide the Services on an ""as is"" and ""as available"" basis, and we expressly disclaim all express or implied warranties of all kinds, including but not limited to the implied warranties of merchantability, fitness for a particular purpose, and non-infringement.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user"
"EXCEPT AS STATED IN SECTION 6.1 OF THIS AGREEMENT, THE SOLUTION IS PROVIDED “AS IS”",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""EXCEPT AS STATED IN SECTION 6.1 OF THIS AGREEMENT, THE SOLUTION IS PROVIDED “AS IS”""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This"
These analytics and reports may include aggregate or pseudonymized information.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""These analytics and reports may include aggregate or pseudonymized information.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is generally fair."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy, but"
"(iv) is defamatory, obscene, pornographic, vulgar or offensive.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""(iv) is defamatory, obscene, pornographic, vulgar or offensive.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Dark Pattern"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}"
This license continues even if you stop using our Services.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""This license continues even if you stop using our Services.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect"
You may edit or erase your data from our Services at any time,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""You may edit or erase your data from our Services at any time""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Dark Pattern"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Dark Pattern"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""General"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""General"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may"
"You agree that, by entering into this Agreement, you and we are each waiving the right to a trial by jury or to participate in a class action.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""You agree that, by entering into this Agreement, you and we are each waiving the right to a trial by jury or to participate in a class action.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}"
Any conduct that in CNN's sole discretion restricts or inhibits anyone else from using or enjoying the Site will not be permitted.,Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Any conduct that in CNN's sole discretion restricts or inhibits anyone else from using or enjoying the Site will not be permitted.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""None""}"
"You shall be responsible for protecting the confidentiality of your user name(s) or password(s), if any. You are responsible for all use of Your Account, regardless of whether you authorized such access or use, and for ensuring that all use of Your Account complies fully with the provisions of these Terms of Use.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""You shall be responsible for protecting the confidentiality of your user name(s) or password(s), if any. You are responsible for all use of Your Account, regardless of whether you authorized such access or use, and for ensuring that all use of Your Account complies fully with the provisions of these Terms of Use.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is generally considered fair."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is generally considered fair."", ""viol"
"you can select a non identifying login name and change it at any time you want, you are not required to include personal data in diary posts, comments, email listserv, the wiki, or other OSM communications methods,",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""you can select a non identifying login name and change it at any time you want, you are not required to include personal data in diary posts, comments, email listserv, the wiki, or other OSM communications methods,""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause is generally fair."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may allow for tracking users."", ""viol"
"You agree and confirm that your use of the Platform, including the Counselor Services, are for your own personal use only and that you are not using the Platform or the Counselor Services for or behalf of any other person or organization.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""You agree and confirm that your use of the Platform, including the Counselor Services, are for your own personal use only and that you are not using the Platform or the Counselor Services for or behalf of any other person or organization.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
"We may terminate your access to and use of the Services, at our sole discretion, at any time and without notice to you.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""We may terminate your access to and use of the Services, at our sole discretion, at any time and without notice to you.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}

{
  ""risk_status"": ""Red"",
  ""dark_pattern_category"": ""User Rights"",
  ""explanation"": ""This clause may negatively affect user rights and user control."",
  ""violated_statute"": ""GDPR""
}"
"Our Services are not designed for individuals under 16 years of age. We do not knowingly collect personal information on children under the age of 16. If we become aware that a child under 16 has provided us personal information, we will take steps to delete the information",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Our Services are not designed for individuals under 16 years of age. We do not knowingly collect personal information on children under the age of 16. If we become aware that a child under 16 has provided us personal information, we will take steps to delete the information""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Dark Pattern"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR""}"
"EXCEPT FOR CERTAIN TYPES OF DISPUTES MENTIONED IN THAT ARBITRATION CLAUSE, YOU AND TIKTOK AGREE THAT DISPUTES BETWEEN US WILL BE RESOLVED BY MANDATORY BINDING ARBITRATION,",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""EXCEPT FOR CERTAIN TYPES OF DISPUTES MENTIONED IN THAT ARBITRATION CLAUSE, YOU AND TIKTOK AGREE THAT DISPUTES BETWEEN US WILL BE RESOLVED BY MANDATORY BINDING ARBITRATION,""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking & privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Gray"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and"
"Further we may operate user interaction tracking software that will generate additional records of user activity, for example Piwik",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Further we may operate user interaction tracking software that will generate additional records of user activity, for example Piwik""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Red"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may negatively affect tracking and privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Amber"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Green"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause is fair."", ""viol"
"If you are under 18, you may use Amazon Services only with the involvement of a parent or guardian.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""If you are under 18, you may use Amazon Services only with the involvement of a parent or guardian.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""Tracking & Privacy"", ""explanation"": ""This clause may affect user tracking and user privacy."", ""violated_statute"": ""None""}

{""risk_status"": ""Normal"", ""dark_pattern_category"": ""General User Terms"", ""explanation"": ""This clause may negatively affect general user terms."", ""violated_statute"": ""None""}

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect"
"Wir behalten uns vor, diese zu ändern, soweit lediglich eine Änderung aufgrund einer Weiterentwicklung vorliegt, die meist den Funktionsumfang betrifft und für die Nutzer zumutbar und nicht nachteilig ist. Bei weitergehenden Änderungen werden wir die Nutzer rechtzeitig vor Inkrafttreten der Änderungen auf der Bildschirmseite oder per Email informieren.",Predatory,"
You are a legal AI system.

Analyze the clause:
""""""Wir behalten uns vor, diese zu ändern, soweit lediglich eine Änderung aufgrund einer Weiterentwicklung vorliegt, die meist den Funktionsumfang betrifft und für die Nutzer zumutbar und nicht nachteilig ist. Bei weitergehenden Änderungen werden wir die Nutzer rechtzeitig vor Inkrafttreten der Änderungen auf der Bildschirmseite oder per Email informieren.""""""

Return ONLY JSON:
{
  ""risk_status"": ""..."",
  ""dark_pattern_category"": ""..."",
  ""explanation"": ""..."",
  ""violated_statute"": ""...""
}
Do not add any text outside JSON.

{""risk_status"": ""Caution"", ""dark_pattern_category"": ""User Rights"", ""explanation"": ""This clause may negatively affect user rights and user control."", ""violated_statute"": ""GDPR principles""}"
